21:17:56.465 > ets Jun  8 2016 00:22:57
21:17:56.465 > [   540][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   546][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   551][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   557][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   563][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   569][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   574][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   580][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   585][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   591][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   596][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   602][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   608][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   614][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   619][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   625][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   630][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   637][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   642][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   648][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   653][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   659][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   664][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   670][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   676][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   682][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   687][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   693][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   698][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   705][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   710][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   716][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   721][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   727][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   732][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   738][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   744][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   750][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   755][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   761][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   766][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   773][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   778][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   784][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   789][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   795][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   800][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   806][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   812][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   818][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   823][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   829][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   834][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   841][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   846][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   852][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   857][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   863][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   868][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   874][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   880][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   886][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   891][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   897][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   902][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   909][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   914][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   920][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   925][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   931][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   936][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   942][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   948][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   954][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   959][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   965][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   970][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   976][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [   982][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [   988][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [   993][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [   999][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [  1004][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [  1010][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [  1016][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [  1022][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [  1027][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [  1033][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [  1038][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [  1044][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [  1050][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [  1056][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [  1061][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [  1067][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [  1072][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.465 > [  1078][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.465 > [  1084][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.465 > [  1090][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.465 > [  1095][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.482 > [  1101][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.482 > [  1106][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.482 > [  1112][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.485 > [  1118][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.491 > [  1124][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.496 > [  1129][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.503 > [  1135][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.507 > [  1140][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.513 > [  1146][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.518 > [  1152][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.525 > [  1158][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.530 > [  1163][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.536 > [  1169][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.541 > [  1174][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.546 > [  1180][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.551 > [  1186][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.558 > [  1192][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.563 > [  1197][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.569 > [  1203][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.575 > [  1208][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.580 > [  1214][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.586 > [  1220][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.596 > [  1226][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.596 > [  1231][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.608 > [  1237][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.613 > [  1242][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.619 > [  1248][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.625 > [  1253][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.630 > [  1259][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.635 > [  1265][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.641 > [  1271][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.646 > [  1276][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.652 > [  1282][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.658 > [  1288][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.663 > [  1294][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.669 > [  1299][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.674 > [  1305][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.680 > [  1310][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.685 > [  1316][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.692 > [  1321][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.697 > [  1327][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.702 > [  1333][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.708 > [  1339][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.713 > [  1344][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.719 > [  1350][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.724 > [  1355][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.729 > [  1362][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.735 > [  1367][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.742 > [  1373][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.747 > [  1378][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.752 > [  1384][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.758 > [  1389][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.763 > [  1395][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.769 > [  1401][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.775 > [  1407][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.780 > [  1412][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.785 > [  1418][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.791 > [  1423][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.796 > [  1430][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.802 > [  1435][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.808 > [  1441][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.813 > [  1446][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.819 > [  1452][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.824 > [  1457][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.830 > [  1463][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.836 > [  1469][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.841 > [  1475][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.846 > [  1480][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.852 > [  1486][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.857 > [  1491][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.863 > [  1498][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.868 > [  1503][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.874 > [  1509][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.880 > [  1514][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.891 > [  1520][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.891 > [  1525][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.902 > [  1531][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.908 > [  1537][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.913 > [  1543][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.919 > [  1548][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.924 > [  1554][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.930 > [  1559][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.936 > [  1566][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.941 > [  1571][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.947 > [  1577][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.952 > [  1582][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.958 > [  1588][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.963 > [  1593][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.969 > [  1599][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.975 > [  1605][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:56.980 > [  1611][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:56.985 > [  1616][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:56.991 > [  1622][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:56.997 > [  1627][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:57.002 > [  1634][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:57.008 > [  1639][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:57.013 > [  1645][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:57.019 > [  1650][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:57.025 > [  1656][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:57.030 > [  1661][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:57.036 > [  1667][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:57.041 > [  1673][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:57.047 > [  1679][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:57.052 > [  1684][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:57.057 > [  1690][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:57.063 > [  1695][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:57.068 > [  1701][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:57.075 > [  1707][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:57.080 > [  1713][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:57.086 > [  1718][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:57.091 > [  1724][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:57.097 > [  1729][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:57.102 > [  1735][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:57.108 > [  1741][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:57.113 > [  1747][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:57.119 > [  1752][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:57.125 > [  1758][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:57.130 > [  1763][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:57.135 > [  1769][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:57.141 > [  1775][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:57.146 > [  1781][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:57.152 > [  1786][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:57.157 > [  1792][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:57.163 > [  1797][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:57.169 > [  1803][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:57.174 > [  1809][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:57.186 > [  1815][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:57.186 > [  1820][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:57.196 > [  1826][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:57.202 > [  1831][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:57.208 > [  1837][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:57.213 > [  1843][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:57.218 > [  1849][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:17:57.225 > [  1854][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:17:57.230 > [  1860][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:17:57.235 > [  1865][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:17:57.242 > [  1871][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
