21:22:24.009 > ets Jun  8 2016 00:22:57
21:22:24.009 > [   195][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   200][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   206][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   211][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   217][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   223][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   229][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   234][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   240][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   245][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   251][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   257][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   263][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   268][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   274][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   279][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   285][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   291][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   297][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   302][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   308][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   313][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   319][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   325][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   331][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   336][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   342][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   347][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   353][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   359][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   365][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   370][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   376][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   381][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   387][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   393][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   399][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   404][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   410][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   415][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   421][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   427][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   433][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   438][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   444][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   449][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   455][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   461][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   466][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   472][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   478][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   483][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   489][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   495][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   501][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   506][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   512][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   517][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   523][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   528][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   534][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   540][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   546][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   551][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   557][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   563][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   569][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   574][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   580][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   585][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   591][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   596][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   602][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   608][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   614][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   619][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   625][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   630][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   637][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   642][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   648][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   653][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   659][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   664][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   670][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   676][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   682][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   687][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   693][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   698][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   705][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   710][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   716][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   721][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   727][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   732][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   738][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   744][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   750][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   755][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   761][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   766][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   773][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   778][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   784][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   789][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   795][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   800][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   806][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   812][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   818][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   823][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   829][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   834][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   841][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   846][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   852][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   857][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   863][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   868][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   874][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   880][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   886][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   891][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   897][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   902][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   909][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   914][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   920][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   925][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   931][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   936][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   942][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   948][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   954][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   959][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   965][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   970][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   976][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [   982][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [   988][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [   993][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [   999][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [  1004][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [  1010][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [  1016][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [  1022][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [  1027][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [  1033][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [  1038][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [  1044][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [  1050][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [  1056][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [  1061][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [  1067][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [  1072][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [  1078][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [  1084][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [  1090][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [  1095][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [  1101][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [  1106][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [  1112][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [  1118][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [  1124][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [  1129][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [  1135][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [  1140][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [  1146][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [  1152][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.009 > [  1158][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.009 > [  1163][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.009 > [  1169][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.009 > [  1174][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.013 > [  1180][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.015 > [  1186][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.021 > [  1191][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.026 > [  1197][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.032 > [  1203][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.037 > [  1208][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.043 > [  1214][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.048 > [  1220][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.060 > [  1226][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.060 > [  1231][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.070 > [  1237][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.076 > [  1242][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.082 > [  1248][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.087 > [  1253][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.093 > [  1259][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.098 > [  1265][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.104 > [  1271][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.110 > [  1276][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.115 > [  1282][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.120 > [  1287][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.126 > [  1294][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.132 > [  1299][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.137 > [  1305][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.142 > [  1310][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.148 > [  1316][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.153 > [  1321][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.159 > [  1327][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.165 > [  1333][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.170 > [  1339][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.176 > [  1344][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.182 > [  1350][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.187 > [  1355][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.193 > [  1362][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.198 > [  1367][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.204 > [  1373][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.209 > [  1378][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.215 > [  1384][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.220 > [  1389][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.226 > [  1395][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.232 > [  1401][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.236 > [  1407][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.243 > [  1412][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.248 > [  1418][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.254 > [  1423][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.260 > [  1430][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.265 > [  1435][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.270 > [  1441][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.276 > [  1446][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.282 > [  1452][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.287 > [  1457][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.293 > [  1463][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.298 > [  1469][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.304 > [  1475][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.310 > [  1480][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.315 > [  1486][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.321 > [  1491][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.326 > [  1498][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.331 > [  1503][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.336 > [  1509][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.343 > [  1514][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.354 > [  1520][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.354 > [  1525][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.365 > [  1531][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.371 > [  1537][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.376 > [  1543][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.382 > [  1548][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.387 > [  1554][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.393 > [  1559][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.398 > [  1566][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.404 > [  1571][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.410 > [  1577][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.415 > [  1582][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.421 > [  1588][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.426 > [  1593][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.432 > [  1599][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.437 > [  1605][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.439 > [  1611][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.439 > [  1616][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.454 > [  1622][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.454 > [  1627][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.454 > [  1634][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.469 > [  1639][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.469 > [  1645][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.469 > [  1650][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.485 > [  1656][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.493 > [  1661][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.494 > [  1667][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.502 > [  1673][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.502 > [  1679][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.502 > [  1684][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.517 > [  1690][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.517 > [  1695][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.517 > [  1701][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.537 > [  1707][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.543 > [  1713][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.546 > [  1718][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.549 > [  1724][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.549 > [  1729][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.564 > [  1735][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.564 > [  1741][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.564 > [  1747][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.580 > [  1752][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.580 > [  1758][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.580 > [  1763][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.595 > [  1769][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.595 > [  1775][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.595 > [  1781][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.611 > [  1786][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.611 > [  1792][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.611 > [  1797][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.627 > [  1803][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.627 > [  1809][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.643 > [  1815][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.643 > [  1820][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.658 > [  1826][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.658 > [  1831][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.658 > [  1837][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.674 > [  1843][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.674 > [  1849][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:22:24.674 > [  1854][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:22:24.690 > [  1860][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:22:24.690 > [  1865][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:22:24.690 > [  1871][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
